sender,receiver,amount
client_BANK,client_71,592.62780753053
client_BANK,client_66,597.2819983498596
client_78,client_634,60.35253266439901
client_BANK,client_85,148.85174491674218
client_BANK,client_75,241.63332495076085
client_8,client_778,92.27089668043888
client_BANK,client_85,412.13178327386055
client_75,client_BANK,69.50335396395235
client_78,client_BANK,73.76151364796799
client_79,client_243,230.76732207150928
client_BANK,client_11,642.7498761787808
client_BANK,client_47,589.1366561459712
client_BANK,client_62,895.5253287988755
client_39,client_BANK,55.3729190198023
